"SRR1917694_sorted"	"SRR1917695_sorted"	"SRR1917696_sorted"	"SRR1917697_sorted"	"SRR1917698_sorted"	"SRR1917699_sorted"	"SRR1917700_sorted"	"SRR1917701_sorted"	"SRR1917702_sorted"	"SRR1917703_sorted"	"SRR1917704_sorted"	"SRR1917705_sorted"	"SRR1917706_sorted"	"SRR1917707_sorted"	"SRR1917708_sorted"	"SRR1917709_sorted"	"SRR1917710_sorted"	"SRR1917711_sorted"	"SRR1917712_sorted"	"SRR1917713_sorted"	"SRR1917714_sorted"	"SRR1917715_sorted"
"gene:Rv0073"	868.5	379	671.5	2175	2840.5	2115.17	2697.67	1437.5	1007.67	4731	3445	1508.33	224.17	1411.67	2055.83	1003.67	427.33	508.33	3306.33	5512.67	409.5	310.5
"putative_UTR:p82669_82747"	109.5	44.5	65	207.5	274	230.17	289.67	185.5	113.17	425.5	290	177.83	22.67	146.17	208.33	96.67	38.33	52.83	292.33	507.67	36.5	34.5
"gene:Rv0074"	534	161	395.5	1507	2124.5	1813.17	2117.17	1228	673.67	2898	2122.5	935.33	182.67	1070.17	1564.83	662.17	345.83	358.83	1616.83	2697.67	300	253.5
"gene:Rv0075"	555.5	200.5	437.5	1506	2160.5	1592.5	2239	1275.5	779	2689.5	2041.5	833.5	169	1085.5	1399.5	873	400	419.5	2013.5	3293	422.5	376.5
"putative_UTR:p85169_85508"	146.5	53	120	439.5	477.5	366	550.5	328	195.5	949.5	746.5	295	40.5	336	328	202.5	103.5	87	619.5	1018.5	141.5	99
"gene:Rv0076c"	117.5	67	135.5	172	140.5	102.5	335.5	218	116	253.5	180	56	25.5	157.5	57	308.5	197.5	257	294	452	327.5	348.5
"gene:Rv0077c"	103.5	58	127.5	159	139.5	140.5	156.5	106	50	166.5	83	54	32.5	160.5	79	1030.5	571.5	776	281	512	307.5	398.5
"gene:Rv0078"	33	29	35	136	172	88	157	94	52	288	228	87	11	71	30	73	51	61	218	460	41	36
"putative_UTR:m87168_87207"	37	15	61.5	89.5	104.33	101	124.5	64.5	32	184.5	131.5	90.5	25.5	109.5	121.5	233.5	130	126	122.83	209.5	33	18
"gene:Rv0078A"	461	230	491	913.5	1358.33	1208	1323.5	711.5	432	1819	1397	584	177.5	1123	1151.5	1840	929.5	1061	1148.83	2098.5	318.5	278
"gene:Rv0078B"	160	64	131.5	203	341.33	345	332	162	132	435.5	315.5	110.5	34	223.5	224	383.5	175.5	234	288.33	470	66.5	75
"putative_UTR:p88167_88203"	1072	557	859.5	588	2419.5	1903.5	1968	1505	1488.5	133.5	150.5	82	15.5	140.5	100	677.5	583	1179.5	229.5	493	72	222.5
"gene:Rv0079"	5270.83	3215.17	4434.75	1469.5	12044.17	10043.83	8701.33	7538.67	7835	537	710.33	484.33	141	869	937.33	7095.67	6191.17	11726.25	887	1799.17	190.5	764.5
"gene:Rv0080"	1901.67	1067.33	1776.42	105.5	2735.17	2375	1940	1869.5	3056.5	313.33	302.5	215.17	122.17	560	744.83	5175	4295	7210.58	217.67	461	43	94.5
"putative_UTR:p89481_89574"	274.33	183.33	315.58	54.17	347.17	328	422.33	352.33	490.33	211.17	145.67	72.83	27.67	165.5	194.67	1320	1051.17	1629.75	68.83	125	9.5	22
"gene:Rv0081"	188	113.83	156.92	105.17	252	169.5	615.83	245.5	392.83	374.17	230.5	160.5	24.17	105	100.5	638	491.33	750.25	84.33	155.83	17.5	20
"gene:Rv0082"	121.17	65.33	77.33	130.17	200	109.83	579.67	157.17	196.33	499.83	260.5	178.17	12	71.5	78.17	381.33	239.83	424.17	119.67	188.5	8.5	11
"gene:Rv0083"	314.5	137.5	161	550.5	794.5	441.83	1856.83	674.33	519	1958	1093	645.5	53	362	425	1193	701.5	1379.5	568.5	976	77	51.5
"gene:Rv0084"	407.5	162	317.5	755.5	1096	806.5	2268.5	857	583	2349	1348.5	821.5	81.5	575	525	1102.5	574.5	1212	766	1347	172.5	101
"gene:Rv0085"	148.5	52	106	291	406	317	942.5	259.5	278.5	792.5	497.5	311	34.5	146	223	533	335.5	554.5	194.5	383.5	41.5	21.5
"gene:Rv0086"	504.5	213	335	1128.5	1610	1141.5	2883	1008	870	2381.5	1535	850.5	136	613.5	879	1200.5	702.5	1180.5	929	1627	144.5	128.5
"gene:Rv0087"	326	135	234.5	683	956.5	588.5	1653	558.5	556	1670	1020.5	549	65	364.5	476.5	893	558	811.5	739	1312	106.5	85.5
"gene:Rv0088"	435.67	259.17	392	554.67	928.67	646	1426.83	689.67	587	1555.67	1137.83	528.83	45.67	331.17	276	540.33	249.83	406.83	1073.83	1669.33	242.83	190.67
"putative_UTR:p97602_97757"	155.67	89.67	134	214.17	265.67	196	476.83	242.67	155	538.67	375.33	189.33	26.17	127.67	79	155.33	82.83	112.33	393.33	688.33	103.33	91.67
"gene:Rv0089"	181.67	96.67	168	338.67	410.67	328.5	647.33	308.67	207.5	900.17	642.83	316.33	54.67	237.17	166	289.83	135.33	218.83	540.33	921.83	167.83	142.67
"gene:Rv0090"	45	21	47.5	108	101	89.5	148	55.5	45.5	190	155.5	57	21	54	39	62	42.5	45.5	125.5	190.5	43	24.5
"gene:Rv0091"	72	68	74	268.5	393.5	211.5	258.5	187.5	119.5	640.5	461.5	163.5	18	205.5	144	321.5	133.5	176.5	534	786.5	76.5	39
"gene:Rv0092"	621	367	627	1539	2223.5	1853.5	1618.5	973.5	544.5	2844	2095.5	870.5	235	1387	1688	2051.5	1059.5	1162.5	1622	3052.5	341.5	305
"gene:Rv0093c"	114	54	118	240.5	472.5	345	424	236	150	776.5	538	252	58.5	352	455	621.5	331.5	407.5	352	748	100.5	65
"gene:Rv0094c"	48.5	69	111.5	177	227	205	146	82.5	49.5	371.5	294	117.5	47	243	316	277.5	190.5	162	265.5	557.5	44.5	45
"putative_sRNA:p103804_104664"	983	946	1163	586	747	626	1739	746	592	738	443	222	67	364	623	553	260	174	423	620	154	126
"gene:Rv0095c"	37.5	30	35.5	63.5	86.5	59	88	59.5	29.5	127	81	44.5	9.5	123	109	129	47	54.5	102.5	161.5	29	17
"gene:Rv0096"	98.5	58	96	129	146.5	137.5	104	93.5	89.5	648.5	565	159.5	15	79.5	120.5	156	51.5	100	219.5	413	44.5	23.5
"gene:Rv0097"	147.5	65.5	149.5	229.5	230	268	334.5	218	187	846.5	733.5	158	44	216	250	274.5	138.5	139	453.5	777.5	97	70
"gene:Rv0098"	55	33.5	85.5	139.5	145.5	132.5	99.5	98	71.5	555.5	470.5	139.5	23	97	135.5	117.5	69	62.5	283	395.5	44.5	44
"gene:Rv0099"	174.17	110	198.83	483.5	451.67	485.67	434	329.67	286.33	2004.83	1510.5	657.33	45.33	306.67	357	439.67	200.17	207.83	870	1453.67	128.5	82.83
"putative_sRNA:m108530_109526"	7	8	12.5	15.5	21	16	20.5	14	8	38	43	24	0	8.5	8.5	45	24.5	15	24.5	59.5	19	13
"putative_sRNA:m109544_110564"	1666	1649	2475.5	4755.5	5056	3335	9519.5	4216	2121	6768	4761	1453	229	1903.5	1351.5	1227	645.5	639	3989.5	3637.5	2025	1432
"gene:Rv0100"	22.67	6.5	10.33	40.5	57.17	42.17	36.5	34.67	21.83	201.83	185.5	51.33	0.83	24.17	30.5	30.17	8.67	10.83	76.5	142.17	6.5	4.33
"gene:Rv0101"	801.5	327	593.5	1928.33	2576.33	2279.5	2602.5	1551	1158.33	9980	7765.67	3083.5	287.83	1246.17	2172.83	974.67	537.17	489.17	2696	4402	237	186.5
"putative_sRNA:m112598_112895"	84	48	113	228	245	133	377	167	83	431	402	102	22	147	136	77	33	76	249	538	91	86
"putative_UTR:p117540_117713"	25.83	4.5	20.67	40.33	65.67	60.33	82.5	32.33	33.5	206.67	143.17	67.17	7	40.5	63.33	30	11	13.33	46	98.83	12	11.17
"gene:Rv0102"	1458.33	717	1282.17	2520.83	3615.67	2874.33	4442	2196.33	1546	4654.17	3573.67	1371.17	370	1641.5	2818.33	1393	727	721.33	2903	5257.33	743.5	460.17
"putative_UTR:p119700_120134"	273.5	120	209.5	610.5	702.5	523	990.5	554.5	335	1029	782.5	281.5	80	413.5	509	232.5	110	60	612.5	1111	208.5	170.5
"putative_UTR:m119837_119914"	62.5	38.5	46.5	155	198	161.5	192.5	124	86	333.5	264.5	92	26	141	125	157.5	80	79.5	182.5	380	43.5	22
"gene:Rv0103c"	1069.5	511.5	875.5	2671	3677	3001.5	3829.5	2064	1296	6689.5	5145.5	1828	331	2349	2514	2978.5	1541	1744.5	3823.5	6807	588.5	448
"gene:Rv0104"	353	126	221	363	370	251	1582	781	470	680	518	211	16	99	130	123	59	95	252	417	417	335
"putative_sRNA:m122618_123231"	133	55	106	344	565	412	618	300	182	955	613	258	38	382	354	387	190	211	422	585	84	65
"gene:Rv0105c"	0	0	0	5	2	0	6	1	1	18	15	9	1	6	2	1	2	1	5	5	3	1
"gene:Rv0106"	43	25	31	112	168	85	201	76	53	1379	1193	472	65	263	283	576	346	450	178	312	60	53
"putative_UTR:m125508_125642"	114	48	88.5	302.5	417.5	298.5	589.5	310	190	595.5	365.5	162.5	54	368	511	164	107.5	91.5	279.5	421.5	73.5	86.5
"gene:Rv0107c"	2679	960.67	2300.17	8705.83	12134.33	9041.83	16663.5	8785.33	4909.67	14269.5	10513.33	4877.5	2283.5	12495	16821.33	6309.83	2802.67	2972	5418.17	9546.67	1613.5	1223
"putative_sRNA:p127497_127625"	4	6	4	9	11	10	24	5	10	26	9	3	2	7	11	25	27	18	9	25	2	5
"putative_UTR:m130542_130894"	4890.5	2059.67	3742.67	8953.33	9153.83	6352.33	16841.5	10478.33	6248.17	12662.5	8381.33	3498.5	1877.5	11686	10526.83	5827.83	2468.17	3437.5	9488.17	16120.67	3353.5	2489
"gene:Rv0108c"	4089.5	1762.67	3053.67	6726.33	6620.33	4670.33	12608.5	7778.33	4993.17	9874.5	6542.83	2563.5	1188	7668	7069.83	4148.33	1713.67	2642	7735.17	13210.17	2520.5	1897.5
"gene:Rv0109"	311.5	122.5	199	464	639.5	461.5	860.5	467.5	325.5	885	665.5	300	110	596	739.5	445	205	258.5	466	721.5	173.5	163.5
"gene:Rv0110"	267	118.5	160	511.33	671.83	441.5	766	386.83	275.67	1097.5	772	285.17	72.5	379.5	601.5	390.83	235.5	260.5	850	1394.5	110.67	84.67
"putative_UTR:p133860_133949"	73	25.5	35	150.33	203.83	108.5	193.5	115.83	52.17	318.5	241.5	95.67	14	75	52	51.83	25.5	26	182.5	286	17.67	19.67
"gene:Rv0111"	355	151	250.5	1247	1768.25	1065.17	1517.25	961.83	557.17	2763.17	2191.67	906	121.83	585.67	546.83	312	190.17	178.17	1772.5	2942.67	122	97
"putative_sRNA:m134166_134354"	54	31	41	58	81	36	89	61	42	89	60	29	15	111	63	58	39	49	73	138	61.5	48
"putative_sRNA:m134802_134977"	39	17	66	90	79	88	152	124	58	104	87	38	6	53	30	23	13	17	48	109	46.5	34
"putative_UTR:p136008_136086"	8	2.5	11.17	63.67	69.92	41.33	70.92	35.67	28	90	78.17	31.17	4.67	19.33	31.17	21.67	7.33	7.17	63	122	7.83	5
"putative_UTR:p136157_136288"	97.5	40.5	103.17	420.5	409.42	268.67	387.58	160.67	122	443.33	299.83	96.5	29.5	238.5	187.5	128.17	52.5	57.83	378.83	540.17	56	45.83
"gene:Rv0112"	553.83	185.33	419.83	2105.5	2038.92	1327.17	1531.42	728.33	496.33	2141.83	1469.67	456.67	222.17	1343.17	1010.5	516.83	235	340	1805	2949.17	229	220.67
"putative_UTR:p137246_137318"	54.83	24.83	40.17	194.83	221	138.83	155.17	75.17	54.83	237	191.08	54.67	7.67	107.17	94	55.83	22	28.67	229.17	412.5	29.17	27.83
"gene:Rv0113"	461.33	144.17	346	1544.5	1748.33	1161.67	1093	590.33	370.83	1507.83	1170.58	459	126.67	892.33	680.67	374.5	198.67	252.5	1559	2493.83	178.33	131.67
"putative_sRNA:m137361_137693"	72	50	101	172	258	252	230	102	66	251	232	52	39	371	291	179	73	109	157	222	101	83
"putative_UTR:p137910_137940"	63.5	24.33	41.33	210.67	207.67	151.33	151.33	66.67	50	173.67	131.75	49.33	16	112.67	73.67	36.17	22.17	21.83	162.17	265.83	16.67	11.33
"gene:Rv0114"	226.5	92.33	194.83	794.17	954.83	683.33	599.33	311.67	208	808.67	613.25	223.33	62	530.67	436.67	226.67	105.17	127.33	835.33	1222.33	110.17	67.83
"putative_sRNA:m138471_138603"	13	15	34	66	57	42	110	47	22	132	80	23	23	80	55	128	48	47	32	89	30	29
"gene:Rv0115"	273	119	242.5	948	1341	1082	1002	458.5	341.5	1144	830	425.5	116.5	688	788	411.5	212	252	973.5	1586	158	111.5
"putative_UTR:p139674_139712"	116	69.5	94.5	315.5	244.5	190	627	466	218	354.5	296	137	47.5	241	111	140	84	183.5	295	565.5	395	296.5
"putative_UTR:m140233_140266"	33	7.5	21.5	27.5	30	20.5	85	35.5	28.5	35	39	10.5	6	25.5	51	135.5	53	76.5	38	52	23.5	12
"gene:Rv0116c"	520	299.5	423.5	685.5	856	650.5	1645	898.5	548.5	921	636	215.5	127	988.5	1069	3577.5	1583	1988.5	801	1396	549.5	366
"gene:Rv0117"	224.5	131	147.5	242	292.5	208.5	612	368.5	204	396.5	331.5	119.5	36	270	269	316	176	222.5	303	478	217.5	137.5
"gene:Rv0118c"	1538	607	1223	1242	1714	1243	3390	1752	895	2538	1863	661	420	2819	3712	3973	2000	1825	914	1590	309	197
"putative_sRNA:p142180_142247"	19.5	11.5	12.5	24.5	19.5	19	61	34.5	17	39	34	13	4	27	26.5	34.5	11.5	24	16.5	49.5	22	13.5
"putative_sRNA:p142311_142586"	48	52.5	74	85.5	75	55.5	182	79	69	186.5	118.5	42.5	5	89	44.5	59.5	39.5	33.5	85.5	163.5	92.5	60
"gene:Rv0119"	488	139	372	804	915	693	1529	915	398	2587	1821	848	292	1692	1541	2186	848	1076	652	1292	157	93
"putative_UTR:m145502_145626"	237.5	103.5	184.5	274.5	380.5	302.5	573.5	407.5	185.5	244	175	88.5	34	196.5	187.5	99	38	73	160	314	198.5	129
"gene:Rv0120c"	2147.67	1059	1728	2004.67	2704.17	1946.67	4690.33	2756.33	1640.83	2593.83	1870.33	747.17	309.83	1553.5	2082.67	1066.83	564.67	644.83	1472.33	2748.5	1665.5	1311.83
"putative_UTR:m147772_147804"	122.17	65.5	119.5	82.67	115.67	82.17	223.33	130.33	88.83	111.33	71.83	33.17	7.83	71.5	99.17	55.33	26.17	28.83	58.83	101.5	78	60.83
"gene:Rv0121c"	127.67	80	121	242.17	301.67	299.67	268.83	190.83	122.83	358.83	277.83	83.17	22.33	126.5	156.67	271.83	129.17	160.33	299.83	592	95	75.33
"gene:Rv0122"	32.5	29.5	55.5	52	40	29.5	51	37.5	27.5	67	49.5	14.5	6.5	41.5	27.5	92.5	55.5	79	92.5	139.5	46.5	26.5
"gene:Rv0123"	82	37.5	87.5	111.5	121.5	72.5	129.5	94.5	51.5	144.5	86.5	28.5	21.5	74	81.5	180	93.5	164.5	194	324	79	67.5
"putative_sRNA:m148860_149537"	172	79	189	491	708	440	744	417	192	1015	748	272	89	614	489	432	205	242	715	1124	257	208
"gene:Rv0124"	66.5	24	76	125	204	155.5	216.5	117.5	64	239.5	181.5	80	16.5	126	209	214	99	130	120	173	49.5	61.5
"putative_sRNA:m150743_151130"	43	19	41	230	253	169	286	121	61	567	357	162	30	194	184	209	96	101	294	465	43	39
"gene:Rv0125"	1388.83	525.5	1090.5	3510.83	4772.83	3386.5	3911.67	2071.17	1512.17	5980.67	4576.83	1790.83	599.83	2888.83	3603.67	4405	2019.5	2651.67	3789.33	6921.33	758.33	600.5
"putative_UTR:p152216_152323"	188.83	81.5	165.5	426.33	630.33	435	501.67	292.67	185.17	704.67	542.33	239.83	74.83	425.33	489.67	492.5	268	315.67	494.33	939.83	123.33	92.5
"gene:Rv0126"	849.17	434.33	933.5	2724.33	3335	2555.5	2706	1508.83	1007	5129.16	4132.17	1363.67	389.67	2424.33	2751.5	2719	1222.17	1426.83	3442.33	6430	764	608.83
"putative_UTR:p154130_154231"	55.83	24.83	33	145	214.67	138	149.83	96.67	54.33	285	214.83	77.33	14.83	109.5	106.83	114	50.17	57.67	178.5	329.17	27.17	18.33
"gene:Rv0127"	581.83	235.33	524	2033	2679.17	2202.5	2333.33	1399.17	668.33	3994.5	3008.33	1108.33	271.33	1574.5	1928.33	1644.5	786.17	819.17	2281	3973.17	377.17	364.83
"putative_sRNA:m155536_155841"	39	26	58	122	120	97	180	79	49	188	137	46	26	167	118	205	97	123	108	206	120	118
"gene:Rv0128"	247.5	118	193	754.5	1012.5	719	1066	675.5	328.5	1631.5	1163	446.5	60.5	570	403.5	439	199	204	1014.5	1680	221	196
"putative_sRNA:p156474_156619"	60	24.5	47.5	188.5	223	144	276.5	169.5	93.5	309.5	219	95.5	10.5	91	87.5	96.5	37	31.5	192.5	326	51	50.5
"putative_UTR:m156550_156577"	90.5	62	75.5	287.5	275	241	202	150.5	88	444.5	358	172.5	21.5	132.5	126	46	19	60.5	500.5	917	37	37
"gene:Rv0129c"	2488.5	1241.5	1940	6355	8165	5356	4725	3238.5	1941.5	10314	8602	2985.5	477	2280	2772	1082.5	602.5	1336.5	12389.5	22196	900	637
"putative_UTR:m157601_157640"	106	58.5	80.5	290.5	351	182	178	118	67.5	472.5	342	99	18.5	72.5	54	29.5	12.5	43	549	1009	40	18
"gene:Rv0130"	83	41	78	228	273	140	255	194	102	526	385	131	8	120	96	86	53	74	409	722	74	45
"gene:Rv0131c"	371.5	142.5	238.5	588	667.5	510	982.5	579.5	357	1030	778	265.5	99.5	598	554.5	809.5	386	473	752.5	1323.5	275	205
"gene:Rv0132c"	170.5	98.5	114.5	226	313.5	259	384.5	216.5	124	430	337	114.5	61.5	402	457.5	921.5	448	585	231.5	515.5	131	89
"putative_sRNA:p160276_160799"	118	64.5	96.5	335.5	337.5	265.5	407	246	133	627	398	238.5	61.5	242.5	292	290.5	154.5	155.5	351	578	114.5	88
"gene:Rv0133"	687.83	237.5	460.5	1482.83	2007.83	1495.33	2029.5	1073.67	656	3173.17	2151.67	1078.17	279	1470.67	2327.5	1438.83	804.5	900.5	2334.67	3874.5	309.5	209.5
"putative_UTR:p161475_161520"	59.83	22	36	120.33	149.33	146.83	169.5	86.17	61	289.67	186.17	119.67	19.5	145.67	286	132.33	70	69	178.67	387	37	16.5
"gene:Rv0134"	668.33	297.5	473.5	1696.33	2265.33	1698.83	2352.5	1097.17	688	4188.17	3159.17	1230.67	257	1668.67	2684.5	2170.83	1078.5	1242	2477.67	4187.5	274	283.5
"putative_UTR:m162581_162643"	60.5	73	128	136.5	195.5	150	241	112.5	59.5	298.33	229.67	113	94	427.5	531.5	519.17	264	245	142	302	25.5	15.5
"gene:Rv0135c"	626	643	946	1213.5	1647	1178	2037.5	960	541.5	2542.83	1920.67	836.5	623.5	3084	3607.5	4258.17	2164	2037	1627.5	2786	270.5	259
"putative_UTR:p162674_162907"	85	34.5	73.5	307	540.5	388.5	466.5	180	118	1160	757	331	63	391	595	445.5	241.5	191	402	719	52	21.5
"putative_UTR:m163250_163292"	86.5	50	96	94	126.5	88	185.5	81.5	47	208.83	179.67	64.5	44.5	219.5	339	424.67	236	207	194.5	277	27	24.5
"putative_UTR:p163308_163365"	125	113.5	155	50	67	59	338.5	145	91	68.5	50	14	39	302	505	606	263.5	238.5	37	55	17	21
"gene:Rv0136"	877.5	852.5	1068	446	558.5	429	2687.5	1128.5	669.5	725	640.5	222	391.5	2348	3525	4502.5	2071.5	1935.5	426.5	700	178	152
"putative_UTR:m164670_164711"	39	25	18.5	45.5	62.5	41	97	75	35.5	70.5	44	22	9.5	45	117.5	158	72	75.5	87.5	152	22	20.5
"putative_UTR:p164692_164920"	272.5	203	259	205	227	184	929	408.5	235.5	364	226.5	114	128.5	704	946.5	1110.5	538.5	451.5	180.5	262	73	67
"gene:Rv0137c"	671	407	600.5	1044.5	1095.5	916	1730	1113	637.5	1489.5	1101	348	180.5	1214	1611.5	2239	991	1078.5	1492.5	2867	596	499.5
"gene:Rv0138"	233	113	212	466	544	396	906	427.5	246	1006	814	294.5	94.5	446.5	647	450.5	196.5	180.5	762.5	1297	146.5	125
"gene:Rv0139"	571.83	247.33	494.17	1088.67	1486.17	1137.5	2114.67	1019.5	679	2198.67	1679.67	693.5	136.67	706.67	1053.08	501.83	231.17	235.08	1482.5	2722.75	216.42	125.33
"putative_sRNA:m166345_166663"	52	24	47	174.5	194	126	138	79	45	282.5	241.5	114	27	170	144.5	131	64	84	204	310	54	44.5
"putative_UTR:p166850_166909"	58	17.67	36.67	83.33	159.33	110	187.83	105.5	58.67	177.67	118.67	42.5	10.33	65.17	80.92	47.17	17.67	23.75	101.5	186.25	18.58	10.5
"gene:Rv0140"	705.33	542.17	788.17	384.17	506.33	403.17	651.67	344.5	206	771.33	630.33	222	55.67	329.67	407.25	449.83	226.17	318.25	549	1011.92	143.58	121.5
"putative_sRNA:m166988_167100"	86.33	46	84.5	172	197.17	142.83	296.17	177.67	115.5	304.83	191.5	69	23.17	184.17	193.33	151.83	78.17	125.17	199	316.17	71.5	71.83
"putative_UTR:m167124_167270"	212.83	135	190.5	390.5	434.67	309.33	775.17	470.17	257	673.83	495	215	63.67	372.67	496.83	425.33	216.67	225.67	539	831.17	136	124.33
"gene:Rv0141c"	392.83	217	343	622	666.17	532.83	1240.67	710.17	456.5	1230.83	911	324	92.17	628.17	755.33	640.83	325.17	417.17	954	1473.67	199.5	141.33
"putative_UTR:p167291_167710"	855	767.33	1020.5	497	568.67	460.5	1014.5	626	411	908.67	683	198.5	80.33	510.5	435.92	569	298	331.42	610.17	1050.42	303.92	307.83
"gene:Rv0142"	561.83	230.5	431	887.33	1074	872.33	2284.33	1146.5	696.33	1298.17	922.33	335	104.5	785.5	1048.83	566.17	308	325.5	528.83	956.67	315	261.33
"putative_UTR:m168648_168703"	41	12.5	48	122.5	172.5	113.5	170.5	96.5	39	276.5	188.5	86.5	28.5	142	203.5	122.5	61	54	158	339.5	5.5	15.5
"gene:Rv0143c"	859	419	730	2397.5	3230	2345	3573	1707	1108.5	3980.5	2771	1313	454.5	2353.5	3262.5	2284	1021.5	1258.5	2935.5	5147.5	401.5	291.5
"putative_sRNA:p168866_168997"	21	10	22.5	63.5	57.5	64.5	125	49.5	45	66	63	28	11	74.5	84.5	68.5	28	15	22.5	70	13	18.5
"gene:Rv0144"	4995.83	1698.5	3880	9055	10041.66	7078.33	22005.16	10421	7009.5	7975.33	6084.66	2089.5	1303.17	7753.66	12645.33	4458.83	1843.83	2025.5	6808.83	10100	2853	2220.83
"putative_sRNA:m170485_170808"	31	23.5	41	121	154.5	114.5	175.5	99.5	57.5	166	127.5	42.5	28	174.5	136	285.5	109.5	200.5	110.5	187	45	43
"putative_UTR:p171127_171214"	878.83	344	584.5	1499.5	1685.16	1310.33	4243.16	1770.5	1236.5	1513.83	1228.66	559.5	216.17	1077.16	1947.83	659.83	320.33	333	1069.83	1901.5	460.5	318.83
"gene:Rv0145"	2878.83	1164.17	2487.66	8931.33	12768.33	10108.99	24458.99	9860.33	5817.33	8034.83	6190.5	2647.33	1454.67	9601.99	10789.32	10636.99	4808.16	4639.66	5221.16	8821.49	2062.83	1417.83
"putative_sRNA:m171665_171774"	0	1	3	2	2	6	5	4	0	10	11	7	0	4	10	2	9	3	9	12	1	1
"putative_UTR:p172169_172210"	100.5	48.17	129.67	379.83	691.66	546.16	747.83	315.83	191.83	419	318.83	121.33	181.5	1235.83	1220.49	1429.16	637.33	607.16	338.33	571.5	57.33	50
"gene:Rv0146"	688.33	289.33	850.5	2535.33	4119.16	3307.5	4531.5	1843.33	1019.83	2340	1857.83	684	1151.33	7912.49	7269.49	7978.16	3550.83	3339.5	1835.16	3208.33	390	287.67
"putative_UTR:p173144_173237"	105.33	49.17	76.83	206	289	218.33	327.67	182.5	121.5	209	189.5	59.17	93.33	587.67	560	578.5	273	217.83	257.83	381.83	48.67	26.17
"gene:Rv0147"	1902.83	760.33	1474.5	3574.17	5031.66	3833.5	5949.83	3049.5	1941	5159.67	3724.33	1499.33	1594.67	9975.66	12170.33	12046.66	5257.5	4929.5	4793.5	8089.66	1012	777.67
"putative_UTR:p174759_174832"	227.5	100.17	161.67	388.17	557.67	439.17	746.66	377.5	241.5	606.17	485.83	169.67	134.83	934.5	1107.33	1118.66	510.5	487.67	564.17	1074.33	135.33	105.5
"gene:Rv0148"	1040	440.67	776.17	2290.17	3288.67	2393.17	3663.66	1821.5	1146	3831.17	2860.83	1184.17	836.83	5385.5	6140.33	6131.16	2807	2671.17	3043.17	4859.83	839.33	641.5
"gene:Rv0149"	767.5	272.5	593.5	1997.5	2888	2434.5	3428	1689.5	1007.5	2840	2191.5	914.5	625	4073	5151.5	4381.33	1970	1838	2587.83	4183.5	622.5	490
"gene:Rv0150c"	20	13	29	80	68	43	107	45	35	201	160	100	11	77	34	59	22	15	105	186	69	38
"putative_UTR:p176669_176736"	50.5	22	59	113	186	164	233.5	141.5	89.5	146.5	76	45.5	43.5	220	410	338.33	139.5	103	100.83	163	49.5	28
"putative_sRNA:p177161_177337"	10	3	20	49	48	51	73	32	18	52.5	58.5	29	10	67.5	137	96.33	37	35	22.33	52	7	2
"gene:Rv0151c"	215.5	92.5	247	670	756.5	540	808	488	273.5	1160.5	877.5	201.5	59	426	517	331	151	147	779.5	1379	186.5	167.5
"putative_sRNA:p177764_177901"	19	7	8	30	38	28	35	15	17	70	37	5	4	13	23	47	11	6	37	53	6	9
"gene:Rv0152c"	147	51.5	139	473.5	579	531.5	678.5	345	178	931.5	772.5	265.5	72	409	383	379.5	204	197	572	827	148	137.5
"gene:Rv0153c"	611	233	395	1164.5	1352	1114	1138	747.5	478.5	2002.5	1743	650	194.5	1010.5	1316	1072	540	629.5	1651.5	3117	329.5	257
"gene:Rv0154c"	836.5	431	765	1542	2037.5	1601.5	1811.5	1220.5	675	3224.5	2611	853	291.5	1584.5	2351	1784.5	837	893.5	3308	5671	425	352
"gene:Rv0155"	279.83	100.5	251.33	787.83	951.5	608.33	638.17	355.83	241.33	2944.33	2421.5	889.17	65.83	459.83	595.33	301.83	138	218.5	2999.67	4774.67	91.5	70.67
"gene:Rv0156"	99.33	48	82.33	389.83	403.5	260.83	215.67	159.83	89.33	1114.33	990	336.17	21.33	185.83	220.33	114.83	38	76	1457.17	2368.67	50	32.67
"putative_sRNA:m184757_185096"	78	20	42	109	140	70	282	150	101	234	176	53	14	100	166	85	38	54	151	293	52	53
"gene:Rv0157"	792.5	293.83	523	2413.33	3419.83	2578.83	1955.75	1033	793	7468.33	5979.92	2535.25	191.17	1167.08	1489.42	1023.83	495	688.92	7033.33	12468	341.08	243.5
"putative_UTR:m186270_186494"	629.5	304	497.5	839	1020	685	2491	1597	796	1123.5	555.5	248	181	1290.5	1026.5	970	411.5	721.5	699	1203.5	893	697.5
"putative_UTR:p186480_186558"	75.17	37.33	56.33	191	366.67	251	189.25	105	52.5	620.5	480.08	173.58	11.83	100.58	118.25	79.67	47.67	41.92	646.17	1188.83	41.58	33.33
"gene:Rv0157A"	213.5	128	167.5	276	403	249	783	475	281	340.5	198.5	89	66	453.5	398.5	397	178.5	270.5	287	452.5	257	208.5
"putative_UTR:p186752_186784"	15.67	11.33	23.83	37.83	60.67	30	49.08	16.17	15.17	87.67	95.08	30.58	6.67	33.92	27.25	80.17	31.33	56.08	67	141.67	9.75	11.33
"gene:Rv0158"	391	235	408.17	645.17	1071.83	612	902.58	434.17	268.67	1831.33	1527.92	524.75	101.17	716.75	770.92	822.67	342.5	470.08	1310.67	1898.67	173.08	99.5
