"ERR2103718_sorted"	"ERR2103722_sorted"	"ERR2103723_sorted"
"gene:Rv0301"	205.42	407.42	251.92
"putative_sRNA:m364259_364355"	17	14	12
"putative_UTR:p364470_364604"	64.58	136.58	91.25
"gene:Rv0302"	119	252.25	173.08
"gene:Rv0303"	103.5	177	129.33
"putative_UTR:p366143_366227"	19.5	32.5	31.5
"gene:Rv0304c"	307	391.83	283.83
"putative_sRNA:p371271_371387"	7	52.5	41.5
"gene:Rv0305c"	247	286.33	223
"putative_sRNA:p372904_373453"	53.5	92.5	74
"gene:Rv0306"	26	32	29.5
"gene:Rv0307c"	173	146.5	130
"gene:Rv0308"	518	562	361
"putative_UTR:p377830_377930"	119	133.33	117.33
"gene:Rv0309"	570.25	916.17	751.33
"putative_UTR:p378588_378853"	119.58	217.83	186.17
"gene:Rv0310c"	44.5	62.5	47
"gene:Rv0311"	165.83	175.83	131.5
"gene:Rv0312"	320.83	718.17	476.33
"putative_UTR:p382419_382489"	46.67	82.5	63.67
"gene:Rv0313"	379	549.33	408.83
"putative_UTR:m382621_382878"	203.83	161.67	166.33
"putative_UTR:p382877_383601"	176	252.67	194.5
"gene:Rv0314c"	687.83	656.67	533.17
"gene:Rv0315"	545.08	933	761.25
"putative_UTR:p384487_384534"	47.92	72.33	55.67
"gene:Rv0316"	90.75	139	90.5
"putative_UTR:m385021_385172"	86.42	67.5	56.83
"putative_UTR:p385150_385537"	43	59.83	49.33
"gene:Rv0317c"	394.42	389.83	340.67
"putative_sRNA:m385985_386191"	54.5	81.33	78.83
"gene:Rv0318c"	42.5	53.5	59
"putative_sRNA:p386468_386554"	12	19	17.5
"putative_sRNA:p386609_387012"	11	12	6.5
"gene:Rv0319"	60.83	70.5	52.5
"gene:Rv0320"	48.5	93.33	71.5
"gene:Rv0321"	96.5	162.83	109.33
"gene:Rv0322"	28	55	30
"gene:Rv0323c"	58	66.5	39.5
"putative_sRNA:p390651_390830"	7.5	8.5	7
"putative_sRNA:p390886_390986"	1	1	2
"gene:Rv0324"	16.5	25.5	17
"gene:Rv0325"	20.5	22	21
"gene:Rv0326"	18.5	25.5	25.5
"putative_UTR:m392565_392695"	0	6	0.5
"gene:Rv0327c"	11	18	15.5
"putative_sRNA:p392842_392965"	10.5	5.5	2.5
"gene:Rv0328"	57.33	92	58.33
"gene:Rv0329c"	6.5	6	12.5
"putative_UTR:p394714_395197"	13.5	25.5	24.5
"gene:Rv0330c"	9.5	11.5	12.5
"putative_sRNA:p395370_395548"	7.5	14.5	4
"gene:Rv0331"	43.5	101.83	47
"putative_sRNA:m396590_396842"	8	13	13
"putative_UTR:p397368_397441"	9	14.83	5
"gene:Rv0332"	138.5	185.83	107.33
"gene:Rv0333"	127.5	147	109.67
"putative_UTR:p398629_398657"	35	30	26.17
"gene:Rv0334"	264.17	289	207.17
"gene:Rv0335c"	1	2	2
"gene:Rv0336"	151.67	384.67	270.5
"putative_sRNA:m401127_401581"	170.5	146.83	142.33
"putative_UTR:m401847_401872"	25	28.83	29
"gene:Rv0337c"	448.67	822.08	590
"putative_UTR:m403163_403192"	22.67	31.92	19.5
"gene:Rv0338c"	1821.5	2754.92	1841.67
"putative_UTR:m405842_405872"	46.67	68.33	57.33
"gene:Rv0339c"	167.33	181	127.5
"gene:Rv0340"	108.67	92.17	92
"putative_UTR:p409325_409361"	46.17	24.33	13
"gene:Rv0341"	353	160.17	150.17
"putative_sRNA:m410790_410939"	13	26	21
"putative_UTR:p410802_410837"	14.33	4.17	5
"gene:Rv0342"	503.67	434.83	321
"gene:Rv0343"	239.83	284.33	174.5
"putative_sRNA:m413001_413459"	90	236.83	144.5
"putative_sRNA:m414249_414366"	22	54	27
"gene:Rv0344c"	28	63.5	34
"gene:Rv0345"	77.5	117.5	82
"putative_UTR:m415344_415501"	88.5	116.33	129.33
"gene:Rv0346c"	1363	1675.25	1787.83
"putative_UTR:m416966_417027"	73.33	108.83	113.92
"gene:Rv0347"	157.83	198.83	142
"putative_sRNA:m417777_418072"	34	45	49.5
"gene:Rv0348"	89.17	123	102.33
"putative_sRNA:m418478_418870"	88	155	125
"gene:Rv0349"	135.83	218.67	155.17
"putative_sRNA:m419457_419785"	13	16	7
"putative_UTR:p419713_419834"	118.17	158.33	117.17
"gene:Rv0350"	2493.58	3525.5	2416.42
"gene:Rv0351"	544.08	881.92	552.67
"putative_UTR:p422417_422451"	80	131.08	90.75
"gene:Rv0352"	697	872.25	572.75
"gene:Rv0353"	197.67	271.67	186.33
"putative_UTR:p424020_424967"	392.83	594.33	447.5
"gene:Rv0354c"	73.17	69.83	62.5
"putative_UTR:m424740_424776"	29.17	18.17	20.5
"gene:Rv0355c"	2078.33	1748.5	1481.5
"putative_sRNA:p425076_425178"	14.5	22	11.5
"putative_sRNA:p427997_428413"	30	63.83	39.5
"putative_sRNA:p431506_431796"	11	17	9
"putative_UTR:m434680_434739"	21	27.5	27.5
"gene:Rv0356c"	37	60.17	46
"putative_sRNA:p434969_435846"	170.5	175	144.33
"gene:Rv0357c"	143	190.5	131.5
"gene:Rv0358"	22	28	13.5
"gene:Rv0359"	38	45.5	30
"gene:Rv0360c"	50.5	61	50
"putative_UTR:p438734_438821"	40	54.83	49.5
"gene:Rv0361"	443.83	486.25	435.17
"putative_UTR:p439650_439757"	52.5	66.25	57.67
"gene:Rv0362"	41.33	100.17	96.5
"putative_UTR:m441195_441264"	68.33	68.17	55.5
"gene:Rv0363c"	634.67	876	613.17
"gene:Rv0364"	374	581.75	336.67
"gene:Rv0365c"	76	137.5	89.5
"putative_UTR:p443079_443183"	51	78.92	48.33
"gene:Rv0366c"	15.5	31	18.5
"gene:Rv0367c"	16	30.33	23
"gene:Rv0368c"	12	22	18
"gene:Rv0369c"	25.5	26	22.5
"gene:Rv0370c"	21	47.5	23.5
"gene:Rv0371c"	3.5	5.5	5
"gene:Rv0372c"	6.5	10	5
"gene:Rv0373c"	85	72.5	64
"gene:Rv0374c"	17.5	12	11
"gene:Rv0375c"	15	16	6
"gene:Rv0376c"	47	33	22.5
"putative_sRNA:p454164_454394"	8.5	5.5	8
"gene:Rv0377"	92	118.83	79
"gene:Rv0378"	2	5.5	1
"gene:Rv0379"	381.83	525	412
"gene:Rv0380c"	17	27.5	18.5
"putative_sRNA:p456268_456618"	81	124.33	92.5
"gene:Rv0381c"	65.83	83.5	59.67
"putative_sRNA:p457025_457590"	235.5	222.5	210.5
"gene:Rv0382c"	107.33	153.25	115.17
"putative_UTR:m458381_458460"	14	17.58	13.33
"gene:Rv0383c"	566.17	798.83	656
"putative_sRNA:p458932_459370"	25	58.33	49
"putative_UTR:m459316_459375"	8	17.83	7.83
"putative_sRNA:p459437_460278"	32	76	56
"gene:Rv0384c"	389.83	401.33	406.5
"putative_UTR:m462003_462053"	13.5	21	20.5
"gene:Rv0385"	46.5	52.83	46.5
"putative_sRNA:m462615_462995"	16	16.5	13
"gene:Rv0386"	112.33	302	197.83
"putative_sRNA:m465712_466008"	13	21.5	16
"gene:Rv0387c"	8	18.5	16
"gene:Rv0388c"	19	33	31
"putative_sRNA:m468108_468219"	37	39	52
"gene:Rv0389"	65	73	49.5
"gene:Rv0390"	73.83	135	106.5
"gene:Rv0391"	253.83	383.33	299.17
"gene:Rv0392c"	351	325	298.33
"gene:Rv0393"	1	5	3
"gene:Rv0394c"	179	178.5	127.83
"gene:Rv0395"	3	8.5	6
"gene:Rv0396"	6	6.5	4.5
"gene:Rv0397"	2	5	3.5
"gene:Rv0397A"	213	157.17	123.17
"putative_UTR:p476643_476885"	80	70.33	55.33
"gene:Rv0398c"	42.5	40.83	35
"gene:Rv0399c"	131	132.5	112.33
"gene:Rv0400c"	184.5	219.83	126.67
"gene:Rv0401"	25	27	20
"gene:Rv0402c"	310.17	670	493
"putative_sRNA:p481143_481349"	75	108	95.83
"putative_sRNA:p482443_482601"	72.33	89.5	62.5
"gene:Rv0403c"	58.83	127.17	102.33
"putative_UTR:p483814_483976"	29.5	72.5	42
"gene:Rv0404"	519.83	756.17	589.17
"putative_sRNA:m484146_485096"	143	205.5	204.5
"gene:Rv0405"	1276.83	1738.5	1319.67
"gene:Rv0406c"	95.33	70.5	71
"putative_UTR:p489940_490148"	44.5	99.17	64.5
"putative_sRNA:p490160_490303"	10	30.17	13.5
"gene:Rv0407"	367.5	431.67	260.5
"gene:Rv0408"	618.67	715.33	440.67
"gene:Rv0409"	358.67	382	239.5
"putative_UTR:p495009_495321"	105.5	152	71.5
"putative_UTR:m495024_495061"	22.5	25.5	20.5
"gene:Rv0410c"	658.67	776.17	515.5
"gene:Rv0411c"	289	365.92	276.67
"gene:Rv0412c"	455.25	536.17	395.67
"putative_sRNA:p498522_498721"	85.5	66.5	46.5
"gene:Rv0413"	55.5	88	44
"gene:Rv0414c"	17.5	18	21
"putative_UTR:p501112_501147"	22.83	21	26.5
"gene:Rv0415"	95.17	82.5	66.17
"gene:Rv0416"	22	22.83	14.17
"gene:Rv0417"	50	54	39.67
"gene:Rv0418"	412.33	632.5	447
"putative_UTR:p504999_505085"	58	76.33	59
"gene:Rv0419"	930.33	939.42	780.83
"putative_sRNA:m505950_506060"	4	5	1
"gene:Rv0420c"	94	151	90
"putative_UTR:p506583_506814"	116.5	134.83	123.83
"gene:Rv0421c"	111	168.33	106.83
"gene:Rv0422c"	186.28	254.5	184.92
"putative_UTR:m508556_508581"	65.37	75.83	57.42
"gene:Rv0423c"	1623.03	1789.42	1394.83
"putative_UTR:m510226_510376"	82.33	95.67	67.67
"gene:Rv0424c"	320.5	370	403.42
"putative_UTR:m510653_510701"	109.67	123.67	115.33
"gene:Rv0425c"	2162	2283.67	1764.67
"putative_UTR:m515322_515372"	65.17	50	45.67
"gene:Rv0426c"	397.5	378.5	337.33
"putative_UTR:m515817_515918"	66.67	62	45.67
"gene:Rv0427c"	122.33	203.5	133.17
"gene:Rv0428c"	83.67	113.25	63.83
"gene:Rv0429c"	116	217.5	130
"putative_UTR:p518659_518732"	74.83	151	109.42
"gene:Rv0430"	193	410.42	251
"putative_UTR:p519042_519072"	37.17	95.08	49
"gene:Rv0431"	138	270.58	149.58
"putative_UTR:p519568_519599"	24.17	35.33	20.42
"gene:Rv0432"	549.67	812.67	545.08
"gene:Rv0433"	640	967	668.17
"putative_UTR:p521455_521513"	46.33	69.75	55.17
"gene:Rv0434"	214.83	305.92	231.67
"putative_sRNA:m521690_521844"	41.5	53.5	45
"putative_UTR:p522168_522365"	54.5	109.17	78
"gene:Rv0435c"	371.5	475.17	310.75
"gene:Rv0436c"	195.83	231	169.5
"gene:Rv0437c"	89.67	89	70
"putative_sRNA:p526142_526668"	33	29.5	31.5
"gene:Rv0438c"	85.33	138.67	127.5
"gene:Rv0439c"	120.33	168.67	105.33
"putative_UTR:p528425_528607"	427.5	556.5	337.17
"gene:Rv0440"	4306.42	6027.92	3735.67
"putative_UTR:p530231_530260"	98.25	150.5	122
"gene:Rv0441c"	89	86.33	95.5
"putative_sRNA:p530498_530765"	89	139	100.5
"gene:Rv0442c"	569.17	550.17	525.83
"putative_sRNA:m532311_532558"	13.5	24.5	11
"gene:Rv0443"	245.5	318	242.67
"putative_UTR:p532912_533124"	83.5	106.5	78.83
"putative_UTR:m532996_533090"	37	55.83	43.5
"gene:Rv0444c"	147.5	260.08	191.83
"putative_sRNA:p533790_534015"	10	6	4
"putative_UTR:m533790_533832"	17.5	33.58	35.83
"gene:Rv0445c"	150.17	285.5	226.67
"putative_UTR:m534397_534444"	15.67	27.17	13
"gene:Rv0446c"	184.83	248.5	198
"gene:Rv0447c"	134.33	210.33	164.83
"gene:Rv0448c"	2.5	4.5	5
"putative_sRNA:p536598_536724"	36	47.33	24
"gene:Rv0449c"	38.17	68.5	34.5
"putative_UTR:m538549_538587"	12.67	20	16.83
"gene:Rv0450c"	699.33	1015.83	776.17
"putative_sRNA:p540227_540926"	86	114.83	95.5
"gene:Rv0451c"	115.33	189	181.33
"gene:Rv0452"	28	51	28.5
"gene:Rv0453"	18	32	22.5
"gene:Rv0454"	6	8	0.5
"putative_UTR:m544852_545374"	452.17	504.42	409.17
"gene:Rv0455c"	1011.17	965.25	719.33
"gene:Rv0456c"	52.5	66.5	70
"gene:Rv0456A"	6.5	26.5	16.67
"gene:Rv0456B"	4.5	13.5	11.17
"gene:Rv0457c"	75	100	81
"putative_sRNA:p549123_549426"	18	23	13.5
"gene:Rv0458"	640.17	358.67	314.5
"putative_sRNA:m551187_551351"	16	31	23
"gene:Rv0459"	209.33	125.67	100.5
"putative_sRNA:m551394_552191"	207	233.83	232.5
"gene:Rv0460"	147.5	195.33	108.08
"putative_UTR:p551989_552025"	36.83	59.5	42.33
"gene:Rv0461"	147.17	211	149.83
"putative_UTR:p552551_552613"	22.83	38.75	26.33
"gene:Rv0462"	1497.5	2030.92	1415.33
"putative_UTR:m553901_554312"	189.83	260.17	228
"gene:Rv0463"	86.5	128	89.83
"gene:Rv0464c"	364.17	586.83	426.17
"putative_sRNA:p554347_554477"	26.5	59	46.33
"gene:Rv0465c"	196.83	349	220.17
"putative_UTR:p556420_556457"	53.83	82.5	61.33
"gene:Rv0466"	381.67	465.5	359.83
"putative_UTR:p557321_557526"	28.83	86	50.33
"gene:Rv0467"	273.83	1178.33	595.5
"putative_UTR:p558814_558894"	15	46.5	36.17
"gene:Rv0468"	194.5	511.17	321.5
"putative_sRNA:m559532_559709"	30	90	55
"putative_UTR:p559756_559887"	69	205.92	150.17
"gene:Rv0469"	521.33	1345.25	839.5
"putative_UTR:p560749_560964"	129.17	226.17	163.5
"putative_UTR:m560754_560847"	109.33	129.83	98
"gene:Rv0470c"	1079	1357.67	1074.42
"putative_sRNA:p561392_561575"	3	12	9
"putative_UTR:m561712_561776"	128.67	180.17	148.92
"gene:Rv0470A"	44.67	51.33	45.67
"gene:Rv0471c"	75.17	113.83	81.83
"gene:Rv0472c"	337	651.83	425.5
"gene:Rv0473"	152.17	279.83	172.17
"putative_UTR:p564935_565020"	49.67	58.83	54
"gene:Rv0474"	148.42	153.67	141.08
"putative_UTR:p565444_565796"	571.67	333.83	378.5
"gene:Rv0475"	1211.92	663.17	653.33
"putative_UTR:p566397_566507"	155	124	100
"gene:Rv0476"	348.75	333.33	289
"gene:Rv0477"	397.42	392.58	318
"gene:Rv0478"	114	154.92	119.33
"putative_UTR:m567783_567920"	139.83	106.58	99.83
"gene:Rv0479c"	867.83	1001.92	875.17
"gene:Rv0480c"	53	95.5	71.83
"gene:Rv0481c"	149.5	189.67	143.5
"gene:Rv0482"	29.5	49.5	35
"gene:Rv0483"	514.83	1151.17	794.17
"gene:Rv0484c"	63	85.5	65.33
"putative_UTR:p573066_573183"	36	74.33	47.67
"putative_UTR:p573836_573983"	108.83	169.67	135
"gene:Rv0485"	316.08	609.17	454.25
"gene:EBG00000313327"	30.08	56.5	38.58
"putative_UTR:p575301_575347"	17	28.5	24.92
"gene:Rv0486"	371.67	485	377.75
"gene:Rv0487"	278.5	300.17	219
"putative_UTR:p577339_577512"	71.5	93.83	63.5
"gene:Rv0488"	35.33	61.5	43
"gene:Rv0489"	161.33	311.5	220.33
"putative_UTR:p579317_579348"	28.67	27.67	18.5
"gene:Rv0490"	545.5	943.67	585.33
"putative_UTR:p580582_580808"	89.33	157.33	115.33
"gene:Rv0491"	311.17	471.67	297.17
"gene:Rv0492c"	38.5	65	44.5
"gene:Rv0492A"	10	19	11.5
"putative_sRNA:p583574_583840"	46.33	34.5	35
"gene:Rv0493c"	50.5	43	30
"gene:Rv0494"	3	11.5	3
"gene:Rv0495c"	164.5	303.33	243
"gene:Rv0496"	343.92	447.42	363.5
"putative_sRNA:m587369_587755"	53	37	26.5
"gene:Rv0497"	198.25	265.08	210
"putative_sRNA:m587832_588144"	13	10.5	5.5
"gene:Rv0498"	103.33	124.5	128.5
"gene:Rv0499"	54.5	88	73.83
"gene:Rv0500"	139.58	241.25	167.67
"putative_UTR:p590971_591009"	15.42	25.92	20.83
"putative_UTR:p591055_591110"	86.92	127.58	102.25
"gene:Rv0500A"	286.17	483	374.83
"putative_UTR:p591348_591474"	247.67	311.33	246.42
"gene:Rv0500B"	352.66	359.66	312.66
"putative_UTR:p591577_591653"	323.41	291.58	248.17
"gene:Rv0501"	946.33	1236.67	1394.92
"putative_sRNA:m591955_592267"	51	58	45
"gene:Rv0502"	3554.67	2938.92	2935.17
"putative_sRNA:m592961_593017"	7.5	14	16
"putative_UTR:m593636_593870"	179.5	233.42	171.17
"putative_UTR:p593868_594106"	205.33	146	195.08
"gene:Rv0503c"	1311.83	1798.92	1311.33
"putative_sRNA:p594276_594385"	37.5	57.5	35
"gene:Rv0504c"	124.33	237.33	162.83
"putative_UTR:m595303_595424"	28.33	43	39
"gene:Rv0505c"	379.17	456.5	402.5
"putative_UTR:p596672_596758"	176	207.42	195.67
"gene:Rv0506"	405.83	519.25	462.33
"gene:Rv0507"	665	964	724.83
"putative_sRNA:m597823_598088"	126	138	132.5
"gene:Rv0508"	43.5	73.83	58
"putative_UTR:p600414_600440"	32.5	46	43.17
"gene:Rv0509"	1530.17	1591.33	1332.33
"putative_sRNA:m600904_601330"	54	56.5	72
"gene:Rv0510"	530.33	625.37	500.67
"putative_UTR:p602787_602818"	44.5	62.53	42.83
"gene:Rv0511"	879.33	1343.7	888.83
"putative_UTR:p604517_604601"	22	25.67	22.33
"gene:Rv0512"	555.33	862.17	523.17
"gene:Rv0513"	348.33	462.17	313.83
"gene:Rv0514"	70.83	105.67	65.67
"putative_UTR:p606449_606550"	22	62.17	37.67
"gene:Rv0515"	145.33	377.83	264.33
"putative_UTR:m607526_608058"	329.33	262	243.83
"gene:Rv0516c"	840.25	868	754.67
"putative_UTR:m608536_608588"	97.42	127.67	83.33
"gene:Rv0517"	403.67	416.17	357
"putative_UTR:p610138_610187"	24.5	29.17	31.92
"gene:Rv0518"	102	159.67	129.42
"putative_UTR:m610781_611171"	370.5	282.83	325
"gene:Rv0519c"	85.5	162.67	121
"putative_UTR:p612220_612254"	51.17	42.58	52.5
"gene:Rv0520"	120.67	93.08	116.5
"gene:Rv0521"	37	19.83	29
"putative_UTR:p612925_613037"	74	53	48.33
"putative_sRNA:m612932_613322"	19.5	38.5	28.5
"gene:Rv0522"	322.67	331	248.83
"putative_sRNA:m613781_614001"	60.5	113.5	71
"gene:Rv0523c"	54.5	67.5	57.5
"gene:Rv0524"	250.5	398	221.33
"putative_sRNA:m615832_616264"	10	14.5	17.33
"gene:Rv0525"	59.17	91.5	65.58
"gene:Rv0526"	123.5	201.67	142.58
"gene:Rv0527"	109.33	146.5	114.5
"putative_sRNA:m617588_617861"	5	4	4
"putative_UTR:p618273_618304"	9.33	16.17	13.17
"gene:Rv0528"	156.83	282.33	199
"gene:Rv0529"	163.83	248.17	177.83
"putative_UTR:p620866_620906"	32.83	42.33	27.33
"gene:Rv0530"	494.58	450.67	387.33
"putative_sRNA:m621254_621563"	4	7.5	2
"putative_UTR:m621958_622120"	79.83	96.67	70.83
"gene:Rv0530A"	146.17	148.5	152.83
"putative_UTR:p622125_622328"	128.5	135.5	157.42
"gene:Rv0531"	96.17	108	99.08
"gene:Rv0532"	74	56.83	41.5
"putative_UTR:m624387_624472"	9.33	8	14
"gene:Rv0533c"	181.67	204.83	187.5
"gene:Rv0534c"	45.5	58.5	54.5
"putative_UTR:m626441_626490"	0	0.5	0
"gene:Rv0535"	38.5	60.5	53
"putative_sRNA:m626740_627057"	1	0	1
"gene:Rv0536"	23.5	34.5	19
"putative_UTR:m627332_628297"	21	40	27
"gene:Rv0537c"	462	516.33	396.5
"putative_UTR:m629732_629961"	100.33	140.33	109
"gene:Rv0538"	92.33	177.67	129.5
"putative_sRNA:m630056_630197"	1	6.5	3
"putative_sRNA:m631692_631931"	112.33	172	133
"gene:Rv0539"	24	47	36
"gene:Rv0540"	13	35.5	35.5
"gene:Rv0541c"	254.92	364.17	235.83
"gene:Rv0542c"	255.42	349.08	306.83
"putative_UTR:m635505_635572"	132.5	104	86.75
"gene:Rv0543c"	540.5	470.67	409.92
"putative_UTR:m635876_635934"	100.33	106.5	91.17
"gene:Rv0544c"	100.42	162.58	115.08
"putative_sRNA:p636001_636123"	9	8	14
"gene:Rv0545c"	1696.33	2271.83	1559.5
"putative_UTR:m637464_637582"	228.75	289.17	226.92
"gene:Rv0546c"	84.83	157.17	111.33
"gene:Rv0547c"	87.67	164.33	119.67
"putative_UTR:m638970_639011"	23.67	26.5	19.17
"gene:Rv0548c"	434	507	379.5
"gene:Rv0549c"	47	81	55
"gene:Rv0550c"	20.5	30.5	24
"gene:Rv0551c"	104.5	132	113.33
"gene:Rv0552"	84.33	107.83	68.83
"gene:Rv0553"	21	24.83	26
"gene:Rv0554"	106.67	175.83	134.25
"putative_UTR:p646256_646297"	12.67	20.5	20.25
"gene:Rv0555"	298.33	458.33	324.42
"gene:Rv0556"	194.17	303.5	194.5
"putative_UTR:p648475_648535"	41.5	53.33	39.17
"gene:Rv0557"	263.17	358.67	273.67
"putative_sRNA:m649591_649692"	9	10	12
"gene:Rv0558"	251.83	267.17	208
"putative_UTR:m649897_650406"	119	144.17	97.33
"putative_UTR:p650394_650466"	48	56.5	49.5
"gene:Rv0559c"	502.83	662	475.5
"putative_sRNA:p650622_650825"	31.5	42.5	25.67
"putative_UTR:m650746_650778"	7	10.33	9
"gene:Rv0560c"	71.67	98.83	60.17
"gene:Rv0561c"	52.5	92	68
"gene:Rv0562"	347.5	529.83	350.33
"putative_UTR:p653779_653824"	8.5	24.67	17.67
"gene:Rv0563"	206.5	323.33	266.58
"putative_UTR:p654740_655163"	74	169.67	115.17
"gene:Rv0564c"	153.5	132.33	113.67
"putative_UTR:m655950_656009"	28.33	18.5	14.67
"putative_sRNA:p655994_656151"	5	21	7
"gene:Rv0565c"	258.5	261	189.5
"gene:Rv0566c"	154.5	170.83	133.5
"gene:Rv0567"	242.67	424.67	309.17
"putative_UTR:p659341_659449"	63.67	105.33	76.67
"gene:Rv0568"	395.5	604	431.75
"putative_UTR:p660869_661002"	422.17	186.75	442.92
"gene:Rv0569"	1519.08	770.67	1687.06
"putative_UTR:p661270_661294"	324.33	160.83	371.81
"gene:Rv0570"	632.66	609.83	1164.4
"gene:Rv0571c"	445	269	411.08
"putative_sRNA:p663587_663713"	3	12	16.5
"putative_UTR:m664819_665041"	70.67	181.5	276.58
"gene:Rv0572c"	111.83	258.5	346.33
"putative_UTR:m665384_665809"	191.83	341.67	540.33
"gene:Rv0573c"	65.5	107.83	183.33
"putative_sRNA:p666551_666838"	13	18.33	20.5
"gene:Rv0574c"	149.5	231.67	450.67
"putative_UTR:m668395_668443"	29.5	78.17	166
"putative_sRNA:p668459_668871"	28	16	21
"gene:Rv0575c"	3	4.5	4
"gene:Rv0576"	201	262.5	209.33
"putative_sRNA:m670909_671157"	18	15	10
"gene:Rv0577"	213.33	235.5	192.75
"putative_sRNA:m671780_671933"	22.5	22	18
"gene:Rv0578c"	663	468.67	542.17
"putative_UTR:m675917_676032"	455.67	325.17	406.83
"putative_sRNA:p676078_676215"	56.33	44	58.5
"gene:Rv0579"	322.33	268	226.5
"putative_UTR:m676785_677124"	187.17	137.5	146.75
"gene:Rv0580c"	448.17	269.33	284.25
"gene:Rv0581"	45	77.83	74.5
"gene:Rv0582"	47.33	74.17	60.33
"putative_UTR:p678330_678386"	7.33	10.33	11.83
"putative_UTR:m678362_678388"	24.5	25.83	22.33
"gene:Rv0583c"	131.83	147.17	113.67
"putative_UTR:p678603_679228"	440.5	447.67	430.25
"gene:Rv0584"	250.5	256.5	243.25
"putative_sRNA:m680236_680493"	18	26.5	8
"gene:Rv0585c"	137.33	148	130
"gene:Rv0586"	187.5	267.5	210
"gene:Rv0587"	281.5	319.67	263.17
"gene:Rv0588"	285.25	392.67	270.17
"gene:Rv0589"	402.42	537.67	347.67
"gene:Rv0590"	252.5	334.83	245.33
"gene:Rv0590A"	31.83	40.67	26
"gene:Rv0591"	29.83	59	34
"gene:Rv0592"	49	57.83	54
"putative_sRNA:m691867_692504"	52	64	41.83
"gene:Rv0593"	50	75.83	54.5
"putative_sRNA:m692784_692936"	5	10.5	1
"gene:Rv0594"	141.33	139.83	125.5
"gene:Rv0595c"	27	43	41.5
"gene:Rv0596c"	21.5	34.5	26.5
"gene:Rv0597c"	148.67	372.5	238.25
"putative_UTR:m696904_697153"	133.33	304.67	218.08
"gene:Rv0598c"	65.5	178.5	135.33
"gene:Rv0599c"	42.5	106.83	78
"gene:Rv0600c"	5	3	3.5
"gene:Rv0601c"	6.5	8	3.5
"gene:Rv0602c"	10.5	6	5
"gene:Rv0603"	1.5	1	2
"gene:Rv0604"	41.5	51.5	65.5
"putative_sRNA:m700341_701336"	108.25	86	66.5
"gene:Rv0605"	160.67	223.5	141
"gene:Rv0606"	144.67	196	140.5
"gene:Rv0607"	21.33	31.5	22
"putative_sRNA:m702982_703063"	2	6	5
"gene:Rv0608"	206.67	251.58	228.83
"gene:Rv0609"	146.08	188.58	171.67
"gene:Rv0609A"	62.42	89	81.5
"putative_UTR:p704058_704147"	9.17	16	13.83
"gene:EBG00000313383"	10.5	11.17	15.33
"putative_sRNA:m704309_704447"	23.83	21	20.33
"putative_UTR:m704644_704751"	41.17	34	31.33
"gene:Rv0610c"	138.17	136.03	122.25
"putative_UTR:m705910_705960"	26	35.87	34.42
"gene:Rv0611c"	169.33	161.62	170.92
"putative_UTR:p706134_706323"	96.5	93.83	96.17
"gene:Rv0612"	20.5	21.83	31.17
"gene:Rv0613c"	479.33	534.67	397.33
"gene:Rv0614"	19.67	15.83	21.33
"gene:Rv0615"	111	118.67	119.33
"gene:Rv0616c"	4	5	8
"putative_UTR:p710588_710781"	65	52.67	45.83
"gene:Rv0616A"	51.33	90	73.5
"gene:Rv0617"	39.67	67	53.67
"putative_UTR:p711408_711535"	16.17	20	23.83
"gene:Rv0618"	21.17	34.33	29
"gene:Rv0619"	3	6.33	3.5
"gene:Rv0620"	1	2	2
"gene:Rv0621"	110	83.83	48
"gene:Rv0622"	94	58.5	50.5
"gene:Rv0623"	35.83	76.17	51.83
"gene:Rv0624"	71.33	95.5	72.33
"gene:Rv0625c"	30	26.5	31.5
"putative_sRNA:p717463_717626"	2	3	3.5
"putative_sRNA:p717776_717903"	1	3	2.5
"gene:Rv0626"	43.33	90.08	80.83
"gene:Rv0627"	65.33	86.42	64.67
"gene:Rv0628c"	122.67	136	117.67
"putative_UTR:m719913_719990"	30.67	29	28.17
"gene:Rv0629c"	111.17	89.5	65.33
"gene:Rv0630c"	86.5	103.5	91.5
"gene:Rv0631c"	59.5	94.5	56
"putative_UTR:m728477_728582"	69.67	77.42	56
"putative_sRNA:p728527_728859"	44.5	40.5	40.5
"gene:Rv0632c"	806.5	1137.92	825.83
"putative_UTR:m729279_729326"	15.83	36.33	25
"gene:Rv0633c"	94	237.67	166.5
"putative_UTR:m730232_730319"	30.5	41.33	35.83
"gene:Rv0634c"	325.5	512.58	341.08
"putative_UTR:m731034_731154"	50.67	65.08	50.75
"gene:Rv0634A"	450.83	564.17	450.58
"putative_UTR:p731365_731493"	244.5	307.67	240.75
"putative_UTR:p731567_731602"	88.42	130.83	93.42
"putative_UTR:p731677_731711"	110.83	185	135.75
"gene:Rv0634B"	186.83	357.75	249.58
"putative_UTR:p731880_731929"	106.08	167.58	99.08
"gene:Rv0635"	751.42	1157.17	693.42
"putative_sRNA:m732267_732632"	10	24	8.5
"gene:Rv0636"	894.17	1192.17	727.17
"gene:Rv0637"	890.17	1409.75	939
"putative_UTR:p733326_733523"	452.17	719.17	673.83
"putative_UTR:p733597_733736"	190.5	327.17	249.33
"gene:Rv0638"	570.33	864.33	639.75
"putative_UTR:p734223_734253"	228.5	318.08	257.25
"gene:Rv0639"	1257.25	1932.66	1422.41
